0.0328000796493,0.716634629821,2,3,2,-0.895802844109
1.14414098415,2,3,2,-0.109900011332,0.177410333471
2,3,2,-0.362738244245,0.439808261085,0.263599191513
0.716634629821,2,3,2,-0.895802844109,-0.0317330993971
2,3,2,0.900418607391,0.0859333095718,0.567187317182
-0.206103851547,0.437937207536,1.14414098415,2,3,2
-0.119334637867,1.01233971381,2,3,2,-0.682777507908
1,2,3,1.60009286398,-0.163364117798,0.500658750409
-0.062194818751,2,3,2,-0.362738244245,0.439808261085
1.39695216052,2,3,2,-0.510476743995,1.12336839458
